[2025-06-04T08:07:35.620Z] [SYSTEM] 🚀 Moonshot Trader starting...
[2025-06-04T08:07:35.744Z] [SYSTEM] 🌐 Server listening on port 4000
[2025-06-04T08:07:36.832Z] [WATCHLIST] 📥 poohtoks | Age: 59s | MC: $107900 | Holders: 21 | 6hvXSzHaDSFh4HRkDoNJwBY88TKhtjYBGrbpVssjCa8e-graduated
[2025-06-04T08:07:36.846Z] [WATCHLIST] 📥 Trencha | Age: 0s | MC: $433 | Holders: 2 | 3tYVJC8Lm28gigdbRE5xV8BZ3pHy3D4GNtfmP72cpump
[2025-06-04T08:07:36.848Z] [WATCHLIST] 📥 RAID | Age: 10s | MC: $434 | Holders: 3 | 6Uun181mkSSoFM6Js4uod5ZgQBwBXeVwMuBgPeHHpump
[2025-06-04T08:07:36.846Z] [WATCHLIST] 📥 PBRO | Age: 0s | MC: $291 | Holders: 4 | DtEan9bpjGJQofnk2LV81edtLvCiS1Z8D8JaaCMLpump
[2025-06-04T08:07:36.848Z] [WATCHLIST] 📥 ShroomFi | Age: 7s | MC: $313 | Holders: 0 | 2arwrD9zRyCGgyAh9pqgDfvGNSgYK3PGoY29MrVPpump
[2025-06-04T08:07:36.849Z] [WATCHLIST] 📥 WYNNCBLDST | Age: 6s | MC: $458 | Holders: 2 | 79wTjT5YLg4WvL4hRQRJk7ioreFWKzhN4NKqGracpump
[2025-06-04T08:07:36.852Z] [WATCHLIST] 📥 MOONER | Age: 6s | MC: $620 | Holders: 4 | F9dE81De8Bi7aqiUJoNNr9rXkd7aEM6byhjD7Tqzpump
[2025-06-04T08:07:36.853Z] [WATCHLIST] 📥 BONNIEBLUE | Age: 0s | MC: $567 | Holders: 6 | 599LeXsihp4bmksuwpyZ7xHMiChLqvGnh2HYsZ2mpump
[2025-06-04T08:07:36.854Z] [WATCHLIST] 📥 Toetip | Age: 32s | MC: $1900 | Holders: 4 | HJL7LLgPAp84mho1d6RyG1nFc5xYoqguhS4Y6z3kpump
[2025-06-04T08:07:36.854Z] [WATCHLIST] 📥 cato | Age: 30s | MC: $1900 | Holders: 7 | A6cq8CqfWhFWShViq4kSBu6yRHJoa6DrD9UAtmbBpump
[2025-06-04T08:07:36.855Z] [WATCHLIST] 📥 Asian | Age: 24s | MC: $1000 | Holders: 2 | DTMSPSPWsr3QHK5QRC7JjTa6ZbPWqtp4wasiRWDEpump
[2025-06-04T08:07:36.858Z] [WATCHLIST] 📥 Frognirvan | Age: 10s | MC: $313 | Holders: 0 | EBnPHqwv2QhfvbpyHToQek9CmRCNKVi1JRjWH8Bxpump
[2025-06-04T08:07:36.856Z] [WATCHLIST] 📥 MAGA | Age: 18s | MC: $3100 | Holders: 75 | yoMxg5qDSVC25VgnbD7hqfp1HxeyBka2NFH5o3Qpump
[2025-06-04T08:07:36.859Z] [WATCHLIST] 📥 b@ | Age: 18s | MC: $235 | Holders: 2 | 4yggP5TgDVDeBDRjVm8wafyjdo7rgg8vsuEYTMhspump
[2025-06-04T08:07:36.860Z] [WATCHLIST] 📥 GC | Age: 12s | MC: $420 | Holders: 3 | GDrGH2JwWtz6fh42z8SBBg1NXxv6TKCae4rQq1FHpump
[2025-06-04T08:07:36.861Z] [WATCHLIST] 📥 c a t | Age: 12s | MC: $1400 | Holders: 8 | AZYe4n3Khq58S8gASDc3d83EkAeBS9nK4tJVf4Wipump
[2025-06-04T08:07:36.860Z] [WATCHLIST] 📥 GALAU | Age: 18s | MC: $0 | Holders: 0 | HCpnr5TyWazs9RxNcmpR6K4HcPSniqVw9RNdbZcdyCNE
[2025-06-04T08:07:36.862Z] [WATCHLIST] 📥 BITCH | Age: 0s | MC: $614 | Holders: 11 | 7mLHjBVYE3Ne8Ukfsjjm22kToG7EtpH3qZYovzYJpump
[2025-06-04T08:07:36.863Z] [WATCHLIST] 📥 YEIY | Age: 20s | MC: $155 | Holders: 1 | FNUviGBKgYRN9J4Y2BDYdRdHDtM4jbLpKBZ1tFUSpump
[2025-06-04T08:07:36.864Z] [WATCHLIST] 📥 Pretend | Age: 7s | MC: $705 | Holders: 1 | 3ko3oUBz6HTb1fbRBc3nuXNC7eHSQnC8DpUDN5copump
[2025-06-04T08:07:36.865Z] [WATCHLIST] 📥 Despair | Age: 6s | MC: $696 | Holders: 2 | 89DM18i7DHo5SsnNXRsJsShp6zvfDwPKswVb9dkCpump
[2025-06-04T08:07:36.865Z] [WATCHLIST] 📥 Animenald | Age: 5s | MC: $1400 | Holders: 4 | 9FmnPHX3exm7zbjdWdGANr54gXZbgs3H24KcWEsPpump
[2025-06-04T08:07:36.866Z] [WATCHLIST] 📥 $just | Age: 5s | MC: $3 | Holders: 2 | 2hsDXxePTdm4SNUEexKxfr57bDPURFWjJ8cavHSnpump
[2025-06-04T08:07:36.867Z] [WATCHLIST] 📥 FIRE | Age: 18m | MC: $82900 | Holders: 258 | 9VmYg3zyxEHdKNYJ2sr4qjnrHGhJKDRtosdHVyKApump-aboutToGraduate
[2025-06-04T08:07:36.868Z] [WATCHLIST] 📥 PORT3 | Age: 30s | MC: $317 | Holders: 2 | Dx8QmkznetByMeEzsmQpT5Y65oyoaD3vWX3qYbnSpump
[2025-06-04T08:07:36.869Z] [WATCHLIST] 📥 fen | Age: 13s | MC: $2600 | Holders: 10 | HsGvLHR7S6uFPPazwxYsinRvpu2YkQ9grq5K5MFAwiFA
[2025-06-04T08:07:36.870Z] [WATCHLIST] 📥 TSKIN | Age: 7s | MC: $0 | Holders: 0 | DeTwp81WCL8DcWBiwVZah2i2KSKLQzxMvph6k9En7qby
[2025-06-04T08:07:36.871Z] [WATCHLIST] 📥 SOTDS | Age: 0s | MC: $544 | Holders: 5 | 4QdXDMKb7FZXQ2f1JeTUzYRueDq5LQaizahF96dipump
[2025-06-04T08:07:36.871Z] [WATCHLIST] 📥 CHADCULT | Age: 0s | MC: $401 | Holders: 4 | F3UzALYST1H8mZ8WHEZrAjX2VKezaKqDWwECoA32pump
[2025-06-04T08:07:36.872Z] [WATCHLIST] 📥 MWTF | Age: 18s | MC: $363 | Holders: 2 | HJnWamSVvaGbFrbsBoZp5AM5fcTvkp46LhiqD37Upump
[2025-06-04T08:07:36.873Z] [WATCHLIST] 📥 00:55-JUN4 | Age: 18s | MC: $331 | Holders: 1 | 974ebXwQ5crfZbY5oMfq6QNrqZ9r3oLgdLKhp4rJJP4m
[2025-06-04T08:07:36.874Z] [WATCHLIST] 📥 mark | Age: 15s | MC: $1700 | Holders: 4 | 3BomSCeHHaqEkieyoua3Gu1UWUFpki2M9sWAo3J14YxZ
[2025-06-04T08:07:36.875Z] [WATCHLIST] 📥 AIMEE | Age: 15s | MC: $0 | Holders: 0 | GkJCysGkFt84wf1KUhVXGBArR1NZMrt7B51DUc8GksCE
[2025-06-04T08:07:36.876Z] [WATCHLIST] 📥 Chaby | Age: 0s | MC: $299 | Holders: 1 | HqMTB8bfEvycrkyQm6PT7miHrBWRPP9YzLTXdzwApump
[2025-06-04T08:07:36.877Z] [WATCHLIST] 📥 FINGER | Age: 22s | MC: $1600 | Holders: 9 | Ahqfh4MrF3cFoUbv2zMRyos1FunmaUr5wvvmW7WWpump
[2025-06-04T08:07:36.878Z] [WATCHLIST] 📥 HOFS | Age: 16s | MC: $0 | Holders: 0 | GWKz7S2sgMLswQNyjMiaeH3scuzqHixheXbsnHvMLt6d
[2025-06-04T08:07:36.879Z] [WATCHLIST] 📥 chaos | Age: 15s | MC: $405 | Holders: 1 | BG4igu4zKeo57kvMJqyf36NK1su7R2TBtBQKiYphpump
[2025-06-04T08:07:36.880Z] [WATCHLIST] 📥 MKEY | Age: 14s | MC: $580 | Holders: 2 | EZVw3Wxcj64TQAEwtT6hUAR6gA4V1inCeX1Q4eF8pump
[2025-06-04T08:07:36.881Z] [WATCHLIST] 📥 cta | Age: 5s | MC: $622 | Holders: 5 | HzuXQkzSCMx5N94vfwoLHepgAYuevjyMUisTpUBbhSPP
[2025-06-04T08:07:36.882Z] [WATCHLIST] 📥 MoonSoda | Age: 7s | MC: $313 | Holders: 0 | 9rNP8ecoE4P6wDNS2auDGLV4pHvGXkDyXuEHjohBpump
[2025-06-04T08:07:36.883Z] [WATCHLIST] 📥 Schmuser | Age: 7s | MC: $1000 | Holders: 1 | 6RGxRfsWMoEXEKtUEd4MqnZFg1LAxFJoUxrQ7ywFpump
[2025-06-04T08:07:36.884Z] [WATCHLIST] 📥 BurgerKing | Age: 5s | MC: $533 | Holders: 1 | BGv1Ue5Q8uM1h4FJkbimyi33yQWWA22TaSkhbp5Tpump
[2025-06-04T08:07:36.885Z] [WATCHLIST] 📥 1KSOL | Age: 3s | MC: $247 | Holders: 2 | 2gxkB2GTQYrQ7kLYHC97mA3aJKkng8n2qbfrYuWtpump
[2025-06-04T08:07:36.886Z] [WATCHLIST] 📥 PPM | Age: 0s | MC: $201 | Holders: 1 | 5K2hqQZPF16EPeVT6KtqsFjmMm9d3MvYASWjf9bEpump
[2025-06-04T08:07:36.887Z] [WATCHLIST] 📥 KPCGRAPHS | Age: 16s | MC: $5 | Holders: 1 | AkuyPnDA392R9Qn5PLgPVdibkXM6eodYm9BWEtoVpump
[2025-06-04T08:07:36.888Z] [WATCHLIST] 📥 CB | Age: 16s | MC: $867 | Holders: 1 | FriPz1uNB9hW5SJT42meJZrWdtKE5p56a3naZmT3pump
[2025-06-04T08:07:36.889Z] [WATCHLIST] 📥 Ditology | Age: 15s | MC: $4500 | Holders: 15 | EfCPw8u9abHmyenKX1Mqsc55Kaa7oqYKY6GSxq8opump
[2025-06-04T08:07:36.891Z] [WATCHLIST] 📥 DCA | Age: 4s | MC: $770 | Holders: 5 | HpFZugL3p7Jg5unZ2qY5kbENPSpFwhnhh8dopiFupump
[2025-06-04T08:07:36.892Z] [WATCHLIST] 📥 Palmistry | Age: 0s | MC: $747 | Holders: 4 | 58QDjkrfoZ9UF9DdYfa7qAMsdNJNQivduLHoD3RNpump
[2025-06-04T08:07:36.893Z] [WATCHLIST] 📥 smartass | Age: 2h | MC: $4800 | Holders: 27 | CbiJEPD2M71ChenDiSocHQDyH8iokWbKK4CaFopvpump-aboutToGraduate
[2025-06-04T08:07:36.894Z] [WATCHLIST] 📥 finger | Age: 50s | MC: $1700 | Holders: 2 | 3Dt5umZT2uJZkbVRV6ovQXuM63jGZhg6JJVN4eG9pump
[2025-06-04T08:07:36.895Z] [WATCHLIST] 📥 NOCAT | Age: 28s | MC: $27 | Holders: 1 | 7Q8CyRFPHisqGvfQAJpvxD4sYcx93fQqWPMkDgRTpump
[2025-06-04T08:07:36.896Z] [WATCHLIST] 📥 Lagogo | Age: 11s | MC: $1100 | Holders: 4 | 7HgP3KCJzBPJQDSs2yKjidjRe8a4BvkJsJ387cWSpump
[2025-06-04T08:07:36.897Z] [WATCHLIST] 📥 bro | Age: 8s | MC: $852 | Holders: 3 | EA32A4WzvnXDbVJWhZGBFns7fqyTaJk8CnweLA45pump
[2025-06-04T08:07:36.898Z] [WATCHLIST] 📥 FROBBERY | Age: 5s | MC: $987 | Holders: 2 | BsykbaC92FXm3sNxUt9mxTP8B3tohidJJaF7GW39pump
[2025-06-04T08:07:36.899Z] [WATCHLIST] 📥 Just a Cat | Age: 1h | MC: $1000 | Holders: 1 | ESb7bwdaaBzxkSoycNCmUGA2w3AUj9iWdjBHuKFapump
[2025-06-04T08:07:36.900Z] [WATCHLIST] 📥 BEGGAR | Age: 1h | MC: $1300 | Holders: 2 | 9LzPHBiNrnwZxgn1Qa1Qr54gzprbA5tyw57JWKDspump
[2025-06-04T08:07:36.901Z] [WATCHLIST] 📥 DITA | Age: 1h | MC: $425700 | Holders: 50 | 3kEV6BQcnXVfnQSpo8ae8juuV9m17vhUkzamucEdpump
[2025-06-04T08:07:36.905Z] [WATCHLIST] 📥 DOG | Age: 1h | MC: $21300 | Holders: 19 | HB54n7kxNfrMFSvqa2yE8vY65oAUsd4qpYwVbwJopump
[2025-06-04T08:07:36.908Z] [WATCHLIST] 📥 shit | Age: 1h | MC: $14000 | Holders: 6 | Fw1XyhXeJaQxYTjscEm7QSPo6FvqojszQhVV9cC3pump
[2025-06-04T08:07:36.909Z] [WATCHLIST] 📥 TUFFDOG | Age: 14s | MC: $1200 | Holders: 2 | vG6J85XvnnfQhhriCroM6T9Kwj6J7F6u8WDyw9Vpump
[2025-06-04T08:07:36.910Z] [WATCHLIST] 📥 Jeetology | Age: 12s | MC: $720 | Holders: 6 | 5zXxW84Jm9rWX6ayLoHmTEbFb6Uv9sG9v9UPsiEMpump
[2025-06-04T08:07:36.911Z] [WATCHLIST] 📥 🖕 | Age: 4s | MC: $353 | Holders: 1 | A6sEsh4cjyMurXiJeg7vcFpTXm2pv4MKACbmdCBcpump
[2025-06-04T08:07:36.913Z] [WATCHLIST] 📥 MOOHAWK | Age: 0s | MC: $5000 | Holders: 21 | 8XFgkUMsdMzsYm5eqwVPaZMu8BhG6SuajECgvLiMpump
[2025-06-04T08:07:36.914Z] [WATCHLIST] 📥 Clauderoom | Age: 0s | MC: $374 | Holders: 2 | 8nEvKpi7QMpSSTUjti1PChR15pXo7P8skefktTtVpump
[2025-06-04T08:07:36.916Z] [WATCHLIST] 📥 PENIAPHOBE | Age: 56m | MC: $3.4 | Holders: 0 | GbhXoPdqxwFyN54HTd8x7NzSV5bYA3ETPUZyKn7kpump-graduated
[2025-06-04T08:07:36.918Z] [WATCHLIST] 📥 PIRATE | Age: 3d | MC: $15200 | Holders: 39 | AcCKiXsBF6WBT4RojUsEij4C2vubSqhH8cbxDa3Dpump-aboutToGraduate
[2025-06-04T08:07:36.919Z] [WATCHLIST] 📥 OMALLEY | Age: 7h | MC: $13600 | Holders: 78 | 3bmCTWTqxZ7iWsR6q16EeKBf8suFB9nzqo7jas3yS2yd-aboutToGraduate
[2025-06-04T08:07:36.921Z] [WATCHLIST] 📥 MOF | Age: 20s | MC: $1800 | Holders: 3 | 8aKVTzv42rG1W14XoZrw2EFpPqZFs1xbK9svQwhxpump
[2025-06-04T08:07:36.922Z] [WATCHLIST] 📥 ticket | Age: 16s | MC: $934 | Holders: 12 | 4KGXoEpoJsWEs77rSuu2M9RQZgfEuqrAeGqEFTF6pump
[2025-06-04T08:07:36.924Z] [WATCHLIST] 📥 Fapcoin | Age: 10s | MC: $1700 | Holders: 2 | FYWEGDMdtr5JWSE9W1oybA9MiunhJ4DR6iaEKNbVpump
[2025-06-04T08:07:36.926Z] [WATCHLIST] 📥 LTC | Age: 7s | MC: $341 | Holders: 1 | EitnjDggCFrQ7Lz3fUiqZBhZFenrYqZ64xcYJhacpump
[2025-06-04T08:07:36.927Z] [WATCHLIST] 📥 frnk | Age: 5s | MC: $761 | Holders: 5 | FovxR3Ywy2G8wK3cruQJ2YyiDbi9cXW2ZYuFzZmPpump
[2025-06-04T08:07:36.928Z] [WATCHLIST] 📥 Smile | Age: 26s | MC: $4900 | Holders: 30 | 4dp6DkCKimtQS26EpGzXbaruiAXaobBgnMu8W2vepump
[2025-06-04T08:07:36.930Z] [WATCHLIST] 📥 KIVK | Age: 14s | MC: $461 | Holders: 2 | 99mCNwbhsjk4upe2wMYA8xBc4XumJBZFUxAWg5Ccpump
[2025-06-04T08:07:36.931Z] [WATCHLIST] 📥 chat | Age: 10s | MC: $9500 | Holders: 3 | BswCYAuaPYv2Le7WgKAbnMujP57HyJ2ZciHMzMxGpump
[2025-06-04T08:07:36.932Z] [WATCHLIST] 📥 MISSION | Age: 10s | MC: $1500 | Holders: 9 | BqfJBZiQ76kWpNhUH8TyadYtd9Eu2zW7NYtMCrWNpump
[2025-06-04T08:07:36.933Z] [WATCHLIST] 📥 Baroque | Age: 5s | MC: $511 | Holders: 2 | AD6SBSjF5dxWjgiTyuKfZS47GyxRcoug6gnbm4DLpump
[2025-06-04T08:07:36.935Z] [WATCHLIST] 📥 Ahmed Doge | Age: 15s | MC: $326 | Holders: 2 | BTdNiiXBUifZDQRQFk9Huz55XHDHDdPvcXT1UPAypump
[2025-06-04T08:07:36.936Z] [WATCHLIST] 📥 CryptoCult | Age: 13s | MC: $527 | Holders: 2 | 396XbD7kcSS34JasxrnUfJpEQZnoGe1ax2EvdPpNpump
[2025-06-04T08:07:36.937Z] [WATCHLIST] 📥 DITA | Age: 11s | MC: $0 | Holders: 0 | GGc9SPrFMLQtQa2e2o5ik8mGgGQjvNr3x9sgJDXXYip9
[2025-06-04T08:07:36.939Z] [WATCHLIST] 📥 fingtler | Age: 5s | MC: $1100 | Holders: 6 | HKcngsA98zyNrUod7SmiH6spkRSAg1fEkx2R6iNSpump
[2025-06-04T08:07:36.941Z] [WATCHLIST] 📥 UPTIMISM | Age: 0s | MC: $706 | Holders: 4 | BJjdezWKwZnKsRjj45ocREYCK3AjemgxqB5Uqsnwpump
[2025-06-04T08:07:36.942Z] [WATCHLIST] 📥 DITOTRUMP | Age: 30s | MC: $639 | Holders: 1 | 9aRHB3Er4UqXDewu2BHUxRB75RxhgXVPpbegMorYpump
[2025-06-04T08:07:36.944Z] [WATCHLIST] 📥 USDS | Age: 29s | MC: $1600 | Holders: 6 | 68WPcC17JEGdrjQLXASBuXDLjiLPMc8xMow45Co5uhw6
[2025-06-04T08:07:36.945Z] [WATCHLIST] 📥 noofficial | Age: 23s | MC: $509 | Holders: 2 | 4wHCTqdsxpW8nPJJDcvf4YDG4tLiedcT1mVjMufdpump
[2025-06-04T08:07:36.947Z] [WATCHLIST] 📥 MAF | Age: 14s | MC: $754 | Holders: 4 | 2B3qx1rY5z9EkHH9MwmQWs1sZ7ibMA68P4Zx8xZmpump
[2025-06-04T08:08:36.813Z] [WATCHLIST] 📥 CHECKDEX | Age: 20s | MC: $0 | Holders: 0 | Ea59NGUdhFkXzXHQccdovD8PyDZ1oMabJbJyk1UvR5ND
[2025-06-04T08:08:36.816Z] [WATCHLIST] 📥 LDEVIL | Age: 16s | MC: $102 | Holders: 2 | BXHear4gX4sZ5YQNuA8m99Xprd1rrmhPaELyAfpjHxTE
[2025-06-04T08:08:36.817Z] [WATCHLIST] 📥 0x0 | Age: 12s | MC: $398 | Holders: 1 | 8v8DqA1DfU4R7N7rYp9rH3hDg9rxKvcBXSLn88ySpump
[2025-06-04T08:08:36.820Z] [WATCHLIST] 📥 IMT | Age: 10s | MC: $1900 | Holders: 12 | AB3wiRpvGAbo66Fqjnzo94EPmrKMTS6x3oWBaP9wpump
[2025-06-04T08:08:36.819Z] [WATCHLIST] 📥 twopac | Age: 11s | MC: $4200 | Holders: 7 | 2qZ67wr2TX7yesUNJNpodNPNbbbLQTysL1vAQfb7pump
[2025-06-04T08:09:36.797Z] [WATCHLIST] 📥 LEGUME | Age: 4s | MC: $202 | Holders: 2 | BHjc3PXtpu7pt6RaNcVr7i3ExoCLG6Wg5WD9Lc8nqydm
[2025-06-04T08:09:36.801Z] [WATCHLIST] 📥 POPBEAN | Age: 4s | MC: $595 | Holders: 5 | FhnugY3AfTXMuTY1N8b6W4TTFxuhWZNqMER49MSYpump
[2025-06-04T08:09:36.805Z] [WATCHLIST] 📥 VDD | Age: 1s | MC: $217 | Holders: 2 | 9JABaLxtUCj3uB7iqiMAdCuraARmbzBjKG65oArmpump
[2025-06-04T08:09:36.810Z] [WATCHLIST] 📥 THUMB | Age: 1s | MC: $1400 | Holders: 5 | DM8XH2BWPutZ9nRBQR8ean2uW6U5EuDhk2NXJycZpump
[2025-06-04T08:09:36.814Z] [WATCHLIST] 📥 DARIUS | Age: 0s | MC: $688 | Holders: 5 | 5ahZyyCwXgB7gTegm2fhsSZ3jz4cv8MKvrgQ7daapump
[2025-06-04T08:10:36.801Z] [WATCHLIST] 📥 IMS | Age: 13s | MC: $1200 | Holders: 2 | DFak8wnyBAaGUYdeCdCmBgkGDvvQfZPNjb9sMbzepump
[2025-06-04T08:10:36.803Z] [WATCHLIST] 📥 0.001 | Age: 12s | MC: $315 | Holders: 1 | 6kbP4FjBMeNquJy7x2Ez3Y3mbwSHWr7FggvAqFLFpump
[2025-06-04T08:10:36.807Z] [WATCHLIST] 📥 DARIUS | Age: 5s | MC: $1700 | Holders: 5 | ES8wLXMfTDjLwcVK3ADFZuPVHpGBrhEdAAAy7DmVpump
[2025-06-04T08:10:36.805Z] [WATCHLIST] 📥 CHECKDEX | Age: 11s | MC: $3 | Holders: 1 | CfGARr6KBMC4GaiqC3SMMStzzjV8VV4DepmfWqY81v9f
[2025-06-04T08:10:36.806Z] [WATCHLIST] 📥 Gukesh | Age: 8s | MC: $358 | Holders: 1 | ExZfEVF5aMS1tSXDR7KED2XJcSBXacP85wdQNqM3pump
[2025-06-04T08:11:36.837Z] [WATCHLIST] 📥 Dunkin | Age: 4s | MC: $11700 | Holders: 4 | 88R2H13mppEotuTZhXgTty7hLfSh2pe9CvF2nw9Kpump-graduated
[2025-06-04T08:11:36.842Z] [WATCHLIST] 📥 voice | Age: 3d | MC: $13300 | Holders: 119 | 5VA9x684FtXwFjZ7oqYuoh3dq1Fwt8K9X1JQTTg2pump-aboutToGraduate
[2025-06-04T08:11:36.858Z] [WATCHLIST] 📥 kissass | Age: 1s | MC: $473 | Holders: 2 | 5zYchorbX31JjwCyUMmhhLrkv5DgrpNMMbvqRrYNiiXs
[2025-06-04T08:11:36.846Z] [WATCHLIST] 📥 TREASON | Age: 13s | MC: $486 | Holders: 2 | 4sQDKETWXdE6RXaUBMbro6Y2vNze4wNRfArzbmgzpump
[2025-06-04T08:11:36.861Z] [WATCHLIST] 📥 WHITEY | Age: 0s | MC: $548 | Holders: 2 | 7ZaqU6cQmWwd89b9KY7UZFN6rqtUEHZZV582NDJYpump
[2025-06-04T08:11:36.850Z] [WATCHLIST] 📥 trunks | Age: 7s | MC: $399 | Holders: 1 | Gd2ozqr9PrkGD6W9XNA6wtfb4AWq2fMrHfgj9siTpump
[2025-06-04T08:11:36.854Z] [WATCHLIST] 📥 Kit | Age: 1s | MC: $356 | Holders: 2 | 4Fdi3BouK3K59pKxJNEDgKeXm5QEsYA1BELNdHe3pump
[2025-06-04T08:12:36.823Z] [WATCHLIST] 📥 NomadNeko | Age: 15s | MC: $331 | Holders: 1 | J7S7eW8kpA5mJk8czYbknXBymnSMvLoHRaxNPQS5pump
[2025-06-04T08:12:36.825Z] [WATCHLIST] 📥 Maru | Age: 13s | MC: $925 | Holders: 6 | FKmv2yu3WTf2qKRk8Mj5VWgrUPZcNcrfaFZ16RT9pump
[2025-06-04T08:12:36.826Z] [WATCHLIST] 📥 Taki | Age: 11s | MC: $1300 | Holders: 3 | CNKsygD7V2wp6gguhJpo6DPRSFxqBTpaTyR9kTACpump
[2025-06-04T08:12:36.828Z] [WATCHLIST] 📥 sex | Age: 7s | MC: $911 | Holders: 4 | F51g739ha8Utf9QkstnTsuMcJZhDngb8KPrawREWpump
[2025-06-04T08:12:36.829Z] [WATCHLIST] 📥 CCRY | Age: 0s | MC: $0 | Holders: 0 | Bx3DA9WdyW7ufWJ5bKaZac6Q5RdrzBrA5BTwMLTpWR6w
[2025-06-04T08:13:36.834Z] [WATCHLIST] 📥 RCB | Age: 30s | MC: $249 | Holders: 2 | 7bnc8EhcQHmmZrVVMPLgiUPpsXQQEE8rWUMFB554pump
[2025-06-04T08:13:36.838Z] [WATCHLIST] 📥 HERP | Age: 21s | MC: $46 | Holders: 1 | AkQ293SmGgkziYFhJ12UBYMcEHQe65HVK6wKSXRUMf3p
[2025-06-04T08:13:36.842Z] [WATCHLIST] 📥 LaserDuck | Age: 11s | MC: $331 | Holders: 1 | AVG9cPpjRRHNSXBBspgthRf5Rnz3192WG19RrNXYpump
[2025-06-04T08:13:36.846Z] [WATCHLIST] 📥 Squishy | Age: 6s | MC: $688 | Holders: 5 | ByiHWzr9MTgsZC6kfETtvnzhKdwC4neWN9gWPYkzpump
[2025-06-04T08:13:36.850Z] [WATCHLIST] 📥 COC | Age: 5s | MC: $1500 | Holders: 5 | 9wnXmWGHygidhYrB8Ao7Dj7Z5BMXVCyWLLYJPQgGpump
[2025-06-04T08:14:36.862Z] [WATCHLIST] 📥 まる | Age: 13s | MC: $932 | Holders: 3 | 4MKmVY3vZbxPSW8zpv5bVtembYumYghYoyYXidxypump
[2025-06-04T08:14:36.865Z] [WATCHLIST] 📥 Squishy | Age: 5s | MC: $1200 | Holders: 5 | 79JXM15yoJZmmgKKZihMpWXu1EseG3U8YZkChZErpump
[2025-06-04T08:14:36.867Z] [WATCHLIST] 📥 LAGOGO | Age: 5s | MC: $326 | Holders: 2 | EYyVLbQ2an9rYeeMAxsJbdPciZRGjt7v5xucJjY4pump
[2025-06-04T08:14:36.870Z] [WATCHLIST] 📥 RedBull | Age: 2s | MC: $366 | Holders: 2 | CeEdffA6EU3MUrcyoDNzJwD9ssxJYjkh4LupLycHpump
